days,<TIME>,<OPEN>
643,16,11128.87
644,9,11123.48
644,10,11199.35
644,11,11168.79
644,12,11174.76
644,13,11068.65
644,14,11101.29
644,15,11135.87
644,16,11105.44
645,16,11103.12
646,1,11103.12
646,16,11103.12
647,9,11104.6
647,10,11331.9
647,11,11367.16
647,12,11378.84
647,13,11374.14
647,14,11378.21
647,15,11367.17
647,16,11427.79
648,9,11432.65
648,10,11397.96
648,11,11411.76
648,12,11441.01
648,13,11417.16
648,14,11441.15
648,15,11407.46
648,16,11409.1
649,9,11417.28
649,10,11490.8
649,11,11507.09
649,12,11536.77
649,13,11573.9
649,14,11573.44
649,15,11570.75
649,16,11521.33
650,4,11518.85
650,9,11518.85
650,10,11413.04
650,11,11385.8
650,12,11428.52
650,13,11424.26
650,14,11464.67
650,15,11487.71
650,16,11478.85
651,6,11478.13
651,9,11479.01
651,10,11598.19
651,11,11577.03
651,12,11547.27
651,13,11562.44
651,14,11591.92
651,15,11602.1
651,16,11640.86
652,16,11644.49
653,1,11644.49
653,16,11644.49
654,9,11643.35
654,10,11556.5
654,11,11511.73
654,12,11484.24
654,13,11452.13
654,14,11442.96
654,15,11422.75
654,16,11383.6
655,2,11397.0
655,9,11396.17
655,10,11328.33
655,11,11418.07
655,12,11460.48
655,13,11486.23
655,14,11489.13
655,15,11505.43
655,16,11570.82
656,9,11577.58
656,10,11565.99
656,11,11623.21
656,12,11595.05
656,13,11626.01
656,14,11596.07
656,15,11500.72
656,16,11495.97
657,9,11502.13
657,10,11500.94
657,11,11474.91
657,12,11430.73
657,13,11465.47
657,14,11519.02
657,15,11562.02
657,16,11542.42
658,9,11543.22
658,10,11710.49
658,11,11754.44
658,12,11763.72
658,13,11736.74
658,14,11696.97
658,15,11759.67
658,16,11809.52
659,16,11808.79
660,1,11808.79
660,16,11808.79
661,9,11807.96
661,10,11846.89
661,11,11854.32
661,12,11901.93
661,13,11903.63
661,14,11931.85
661,15,11923.27
661,16,11914.64
662,9,11912.67
662,10,11806.65
662,11,11805.33
662,12,11806.81
662,13,11805.04
662,14,11813.32
662,15,11794.0
662,16,11695.8
663,9,11707.8
663,10,11843.34
663,11,11714.33
663,12,11762.28
663,13,11740.03
663,14,11815.99
663,15,11834.9
663,16,11866.52
664,9,11872.11
664,10,12100.22
664,11,12111.98
664,12,12150.41
664,13,12161.44
664,14,12206.9
664,15,12221.43
664,16,12209.05
665,9,12207.38
665,10,12191.01
665,11,12213.53
665,12,12196.11
665,13,12210.95
665,14,12219.19
665,15,12203.93
665,16,12232.25
666,16,12231.11
667,1,12231.11
667,16,12231.11
668,9,12229.26
668,10,12083.84
668,11,12097.79
668,12,12085.63
668,13,12051.96
668,14,12089.67
668,15,12080.71
668,16,11965.81
669,9,11951.57
669,10,11716.84
669,11,11732.53
669,12,11662.84
669,13,11652.31
669,14,11724.01
669,15,11724.94
669,16,11655.67
670,9,11658.53
670,10,11787.63
670,11,11864.29
670,12,11852.05
670,13,11807.96
670,14,11770.08
670,15,11826.5
670,16,11836.31
671,9,11835.59
671,10,11899.86
671,11,11935.9
671,12,11943.13
671,13,11985.44
671,14,12023.26
671,15,12015.43
671,16,12045.52
672,9,12043.41
672,10,11925.58
672,11,11883.09
672,12,11893.79
672,13,11896.95
672,14,11964.99
672,15,11962.71
672,16,11969.97
673,16,11983.24
674,2,11983.24
674,16,11983.24
675,10,11982.97
675,11,12029.53
675,12,11939.03
675,13,11926.76
675,14,11904.49
675,15,11963.9
675,16,12031.18
675,17,12065.94
676,10,12055.52
676,11,12122.63
676,12,12063.33
676,13,12017.18
676,14,12036.74
676,15,12118.33
676,16,12146.83
676,17,12170.74
677,10,12166.35
677,11,11879.25
677,12,11930.54
677,13,11962.52
677,14,11935.93
677,15,11824.69
677,16,11789.05
677,17,11781.94
678,10,11779.98
678,11,11867.04
678,12,11825.74
678,13,11892.91
678,14,11900.82
678,15,11941.77
678,16,11865.89
678,17,11895.06
678,18,11891.74
679,10,11896.97
679,11,12097.87
679,12,12164.91
679,13,12152.28
679,14,12150.91
679,15,12156.35
679,16,12146.57
679,17,12155.47
680,16,12153.68
681,1,12153.68
681,16,12153.68
682,10,12153.05
682,11,12114.71
682,12,12125.28
682,13,12087.01
682,14,12066.81
682,15,12066.7
682,16,12029.73
682,17,12075.9
683,10,12077.87
683,11,12086.27
683,12,12049.6
683,13,12025.34
683,14,12119.45
683,15,12141.84
683,16,12130.71
683,17,12102.3
684,10,12084.81
684,11,11993.43
684,12,12035.37
684,13,12030.13
684,14,12035.15
684,15,12089.02
684,16,12058.56
684,17,11898.09
685,10,11905.67
685,11,11891.98
685,12,11921.01
685,13,11899.63
685,14,11751.81
685,15,11733.74
685,16,11734.0
685,17,11745.65
686,10,11769.26
686,11,11820.85
686,12,11835.95
686,13,11798.01
686,14,11789.41
686,15,11822.27
686,16,11810.44
686,17,11800.08
687,16,11796.16
688,1,11796.16
688,16,11796.16
689,10,11795.55
689,11,11589.94
689,12,11496.24
689,13,11504.06
689,14,11485.16
689,15,11478.42
689,16,11538.38
689,17,11558.4
690,10,11542.31
690,11,11530.59
690,12,11466.88
690,13,11466.54
690,14,11537.55
690,15,11518.79
690,16,11488.06
690,17,11494.65
691,10,11492.69
691,11,11352.15
691,12,11331.14
691,13,11306.0
691,14,11335.35
691,15,11298.91
691,16,11293.81
691,17,11265.48
692,16,11257.55
693,10,11252.0
693,11,11315.03
693,12,11330.15
693,13,11276.16
693,14,11244.79
693,16,11231.78
694,16,11231.78
695,1,11231.78
695,16,11231.78
696,10,11232.47
696,11,11539.52
696,12,11530.79
696,13,11541.47
696,14,11509.56
696,15,11515.69
696,16,11497.42
696,17,11520.65
697,10,11523.39
697,11,11556.77
697,12,11589.5
697,13,11586.69
697,14,11593.24
697,15,11554.43
697,16,11581.53
697,17,11555.56
698,10,11559.46
698,11,11946.23
698,12,11991.2
698,13,11970.31
698,14,11971.36
698,15,11947.73
698,16,11938.81
698,17,12039.05
699,10,12046.21
699,11,12034.87
699,12,12006.37
699,13,12014.39
699,14,11975.95
699,15,12043.88
699,16,12036.63
699,17,12015.88
700,10,12022.37
700,11,12111.04
700,12,12115.45
700,13,12053.81
700,14,12069.16
700,15,12052.82
700,16,12032.33
700,17,12028.81
701,16,12019.42
702,1,12019.42
702,16,12019.42
703,10,12021.49
703,11,12179.02
703,12,12163.66
703,13,12157.81
703,14,12172.35
703,15,12100.12
703,16,12102.26
703,17,12103.33
704,1,12097.83
704,10,12097.75
704,11,12104.99
704,12,12131.02
704,13,12139.5
704,14,12137.22
704,15,12149.6
704,16,12201.24
704,17,12153.63
705,10,12144.41
705,11,12097.13
705,12,12099.1
705,13,12142.51
705,14,12183.31
705,15,12166.82
705,16,12138.06
705,17,12198.91
706,10,12165.42
706,11,12152.81
706,12,12125.71
706,13,12079.3
706,14,12065.08
706,15,12049.62
706,16,12022.77
706,17,11987.11
707,1,11997.7
707,2,11997.7
707,10,11995.91
707,11,12108.11
707,12,12129.55
707,13,12158.2
707,14,12161.97
707,15,12168.36
707,16,12195.76
707,17,12186.93
708,16,12184.26
709,16,12184.26
710,10,12181.08
710,11,12029.21
710,12,12029.29
710,13,11953.73
710,14,11960.37
710,15,11969.93
710,16,11977.08
710,17,12026.6
711,10,12018.66
711,11,12124.74
711,12,12079.9
711,13,12090.13
711,14,12100.75
711,15,12109.08
711,16,12028.96
711,17,11954.12
712,10,11949.76
712,11,11905.59
712,12,11840.65
712,13,11826.33
712,14,11852.78
712,15,11838.96
712,16,11800.2
712,17,11823.67
713,10,11825.33
713,11,11944.89
713,12,11873.58
713,13,11878.9
713,14,11898.79
713,15,11902.72
713,16,11872.99
713,17,11865.59
714,10,11870.2
714,11,11936.02
714,12,11950.35
714,13,11874.39
714,14,11849.47
714,15,11847.73
714,16,11862.58
714,17,11867.75
715,16,11866.39
716,1,11866.39
716,16,11866.39
717,10,11866.62
717,11,11908.1
717,12,11857.72
717,13,11806.88
717,14,11830.3
717,15,11844.93
717,16,11822.73
717,17,11766.23
718,10,11769.16
718,11,12003.56
718,12,12024.52
718,13,12045.1
718,14,12060.82
718,15,12082.32
718,16,12093.99
718,17,12098.52
719,10,12103.28
719,11,12048.02
719,12,12050.36
719,13,12024.62
719,14,12042.68
719,15,12059.1
719,16,12070.06
719,17,12102.94
720,10,12107.59
720,11,12155.43
720,12,12140.14
720,13,12147.54
720,14,12167.88
720,15,12172.98
720,16,12153.6
720,17,12169.29
721,10,12169.84
721,11,12205.05
721,12,12213.68
721,13,12249.05
721,14,12265.2
721,15,12263.34
721,16,12255.0
721,17,12294.08
722,16,12294.0
723,1,12294.0
723,16,12294.0
724,1,12294.0
724,16,12294.0
725,10,12293.47
725,11,12316.27
725,12,12289.78
725,13,12305.99
725,14,12309.12
725,15,12320.31
725,16,12316.03
725,17,12293.55
726,10,12288.85
726,11,12237.18
726,12,12205.96
726,13,12162.19
726,14,12153.79
726,15,12185.14
726,16,12167.55
726,17,12144.99
727,10,12164.85
727,11,12218.6
727,12,12243.48
727,13,12259.35
727,14,12255.61
727,15,12259.8
727,16,12262.14
727,17,12283.95
728,10,12286.21
728,11,12274.6
728,12,12269.97
728,13,12262.4
728,14,12254.72
728,15,12251.08
728,16,12229.31
728,17,12219.47
729,16,12217.56
730,1,12217.56
730,16,12217.56
731,16,12217.56
732,10,12221.19
732,11,12447.39
732,12,12460.9
732,13,12443.59
732,14,12396.37
732,15,12421.96
732,16,12441.81
732,17,12392.36
733,10,12392.41
733,11,12389.56
733,12,12357.9
733,13,12379.19
733,14,12399.91
733,15,12413.85
733,16,12417.2
733,17,12418.78
734,10,12418.37
734,11,12319.13
734,12,12315.06
734,13,12369.42
734,14,12402.72
734,15,12428.22
734,16,12405.33
734,17,12418.78
735,10,12407.6
735,11,12347.9
735,12,12358.82
735,13,12392.54
735,14,12374.17
735,15,12386.51
735,16,12368.41
735,17,12353.39
736,16,12359.92
737,1,12359.92
737,16,12359.92
738,10,12359.73
738,11,12360.94
738,12,12364.83
738,13,12360.36
738,14,12374.18
738,15,12384.84
738,16,12385.18
738,17,12391.4
739,10,12394.51
739,11,12489.83
739,12,12490.7
739,13,12484.67
739,14,12460.41
739,15,12458.16
739,16,12471.21
739,17,12461.84
740,10,12459.47
740,11,12408.45
740,12,12421.21
740,13,12418.48
740,14,12419.03
740,15,12423.07
740,16,12425.0
740,17,12447.65
741,10,12449.95
741,11,12442.93
741,12,12403.35
741,13,12416.34
741,14,12443.04
741,15,12447.14
741,16,12462.03
741,17,12472.16
742,5,12471.02
742,10,12469.96
742,11,12367.58
742,12,12354.39
742,13,12381.43
742,14,12369.62
742,15,12374.04
742,16,12390.01
742,17,12415.32
743,16,12422.06
744,1,12422.06
744,16,12422.06
745,16,12422.06
746,10,12423.12
746,11,12549.23
746,12,12533.62
746,13,12542.18
746,14,12526.99
746,15,12524.42
746,16,12486.43
746,17,12481.51
747,10,12474.73
747,11,12516.65
747,12,12539.49
747,13,12524.05
747,14,12561.73
747,15,12539.92
747,16,12554.46
747,17,12574.04
748,10,12578.19
748,11,12596.99
748,12,12600.62
748,13,12611.07
748,14,12599.14
748,15,12603.94
748,16,12595.62
748,17,12624.38
749,10,12623.83
749,11,12655.11
749,12,12678.46
749,13,12673.14
749,14,12683.8
749,15,12687.11
749,16,12687.06
749,17,12717.14
750,16,12720.48
751,1,12720.48
751,16,12720.48
752,10,12720.2
752,11,12755.11
752,12,12736.85
752,13,12692.41
752,14,12674.04
752,15,12700.64
752,16,12710.97
752,17,12713.27
753,10,12708.41
753,11,12635.89
753,12,12666.39
753,13,12663.81
753,14,12671.75
753,15,12659.02
753,16,12662.22
753,17,12671.99
754,10,12673.71
754,11,12590.02
754,12,12613.51
754,13,12627.01
754,14,12673.16
754,15,12732.14
754,16,12730.5
754,17,12760.06
754,18,12757.18
755,10,12757.41
755,11,12836.26
755,12,12773.02
755,13,12778.44
755,14,12783.76
755,15,12759.24
755,16,12730.98
755,17,12727.21
756,10,12733.8
756,11,12697.26
756,12,12664.46
756,13,12656.59
756,14,12638.28
756,15,12665.64
756,16,12668.82
756,17,12667.0
757,16,12660.46
758,1,12660.46
758,16,12660.46
758,17,12660.46
759,10,12659.25
759,11,12560.07
759,12,12557.41
759,13,12580.15
759,14,12584.02
759,15,12625.67
759,16,12643.94
759,17,12649.8
760,10,12654.78
760,11,12701.95
760,12,12608.04
760,13,12580.7
760,14,12603.16
760,15,12596.15
760,16,12631.49
760,17,12636.64
761,10,12632.76
761,11,12735.4
761,12,12772.5
761,13,12768.74
761,14,12768.24
761,15,12757.75
761,16,12755.8
761,17,12713.41
762,10,12716.54
762,11,12714.4
762,12,12727.0
762,13,12706.61
762,14,12697.15
762,15,12706.83
762,16,12710.79
762,17,12708.92
763,10,12705.08
763,11,12833.5
763,12,12848.13
763,13,12840.95
763,14,12853.57
763,15,12846.55
763,16,12859.17
763,17,12860.59
764,16,12862.23
765,1,12862.23
765,16,12862.23
766,10,12860.76
766,11,12814.84
766,12,12818.4
766,13,12824.92
766,14,12829.32
766,15,12813.66
766,16,12825.48
766,17,12845.38
767,6,12845.13
767,10,12844.37
767,11,12798.6
767,12,12865.25
767,13,12871.2
767,14,12882.75
767,15,12884.3
767,16,12869.16
767,17,12881.48
768,10,12865.87
768,11,12886.09
768,12,12860.96
768,13,12839.88
768,14,12863.66
768,15,12859.66
768,16,12881.69
768,17,12881.22
769,9,12883.95
769,10,12884.41
769,11,12917.25
769,12,12877.04
769,13,12901.12
769,14,12901.42
769,15,12909.15
769,16,12904.12
769,17,12892.93
770,10,12889.52
770,11,12765.32
770,12,12773.65
770,13,12777.51
770,14,12781.39
770,15,12748.29
770,16,12762.83
771,18,12801.23
772,1,12801.23
772,18,12801.23
773,10,12799.11
773,11,12855.11
773,12,12845.22
773,13,12858.81
773,14,12861.12
773,15,12871.03
773,16,12883.9
773,17,12869.14
773,18,12874.04
774,10,12871.85
774,11,12847.06
774,12,12834.89
774,13,12850.25
774,14,12827.74
774,15,12829.52
774,16,12808.64
774,17,12872.14
774,18,12878.28
775,10,12865.03
775,11,12853.88
775,12,12842.92
775,13,12859.35
775,14,12802.77
775,15,12808.45
775,16,12773.91
775,17,12771.81
775,18,12780.95
776,3,12780.95
776,10,12779.66
776,11,12823.08
776,12,12831.16
776,13,12891.42
776,14,12885.94
776,15,12898.85
776,16,12903.59
776,17,12902.69
776,18,12904.08
777,10,12903.33
777,11,12936.19
777,12,12925.5
777,13,12928.19
777,14,12933.43
777,15,12946.18
777,16,12953.03
777,17,12952.22
777,18,12949.87
778,18,12949.87
779,1,12949.87
779,18,12949.87
780,18,12949.87
781,10,12949.34
781,11,12944.24
781,12,12991.63
781,13,12988.01
781,14,12992.48
781,15,12976.72
781,16,12937.36
781,17,12963.78
781,18,12965.69
782,4,12965.69
782,10,12966.22
782,11,12967.56
782,12,12951.51
782,13,12924.92
782,14,12931.75
782,15,12956.04
782,16,12945.89
782,17,12933.92
782,18,12938.67
783,10,12937.08
783,11,12901.55
783,12,12985.28
783,13,12987.37
783,14,12976.48
783,15,12973.63
783,16,12970.18
783,17,12982.79
783,18,12984.69
784,10,12981.13
784,11,12997.03
784,12,12978.16
784,13,13010.81
784,14,13002.05
784,15,12987.96
784,16,12968.5
784,17,12979.66
784,18,12982.95
785,18,12982.95
786,1,12982.95
786,18,12982.95
787,10,12981.17
787,11,12910.51
787,12,12963.22
787,13,13001.18
787,14,13015.17
787,15,12998.46
787,16,13004.94
787,17,12992.06
787,18,12981.51
788,10,12976.7
788,11,12989.27
788,12,13001.68
788,13,13006.51
788,14,13010.96
788,15,12984.85
788,16,12996.55
788,17,13009.05
788,18,13005.12
789,10,13005.32
789,11,13044.4
789,12,12956.14
789,13,12968.62
789,14,12993.27
789,15,13007.12
789,16,12981.5
789,17,12960.18
789,18,12952.07
790,10,12952.33
790,11,13030.46
790,12,12990.6
790,13,12995.08
790,14,13002.61
790,15,13006.99
790,16,12981.59
790,17,12983.97
790,18,12980.3
791,10,12980.75
791,11,12948.77
791,12,12974.04
791,13,12952.52
791,14,12950.7
791,15,12950.54
791,16,12969.57
791,17,12977.63
791,18,12977.57
792,18,12977.57
792,21,12977.57
793,18,12977.57
794,10,12977.34
794,11,12951.38
794,12,12910.87
794,13,12907.51
794,14,12913.23
794,15,12934.24
794,16,12965.12
794,17,12961.33
794,18,12962.81
795,10,12958.55
795,11,12816.8
795,12,12795.48
795,13,12793.03
795,14,12759.01
795,15,12761.19
795,16,12740.72
795,17,12759.94
795,18,12759.15
796,10,12756.12
796,11,12791.14
796,12,12783.54
796,13,12837.79
796,14,12834.64
796,15,12828.95
796,16,12847.29
796,17,12839.95
796,18,12837.33
797,10,12835.53
797,11,12888.08
797,12,12882.45
797,13,12891.68
797,14,12913.34
797,15,12902.75
797,16,12925.32
797,17,12908.38
797,18,12907.94
798,10,12908.42
798,11,12919.37
798,12,12961.86
798,13,12951.24
798,14,12947.53
798,15,12947.16
798,16,12919.13
798,17,12920.13
798,18,12922.02
799,18,12922.02
799,21,12922.02
800,18,12922.02
801,4,12922.02
801,9,12920.58
801,10,12946.88
801,11,12943.24
801,12,12938.09
801,13,12949.97
801,14,12962.79
801,15,12968.86
801,16,12961.38
801,18,12959.71
802,9,12953.15
802,10,12992.66
802,11,13037.37
802,12,13067.6
802,13,13076.61
802,14,13067.02
802,15,13067.14
802,16,13178.69
802,18,13177.68
803,9,13177.19
803,10,13206.41
803,11,13198.99
803,12,13192.57
803,13,13198.17
803,14,13174.34
803,15,13187.51
803,16,13193.48
803,18,13194.1
804,9,13192.94
804,10,13185.03
804,11,13197.75
804,12,13210.38
804,13,13233.19
804,14,13221.57
804,15,13233.33
804,16,13252.26
804,18,13252.76
805,9,13253.55
805,10,13250.73
805,11,13262.95
805,12,13253.81
805,13,13251.84
805,14,13251.37
805,15,13258.7
805,16,13233.8
805,18,13232.62
806,18,13232.62
806,21,13232.62
807,18,13232.62
808,9,13231.98
808,10,13219.56
808,11,13223.27
808,12,13246.98
808,13,13259.95
808,14,13263.28
808,15,13250.83
808,16,13237.1
808,18,13239.13
809,9,13238.35
809,10,13147.71
809,11,13165.16
809,12,13169.07
809,13,13171.75
809,14,13187.98
809,15,13181.82
809,16,13170.67
809,18,13170.19
810,9,13170.79
810,10,13165.3
810,11,13120.56
810,12,13134.79
810,13,13159.05
810,14,13141.03
810,15,13144.78
810,16,13129.74
810,18,13124.62
811,9,13124.44
811,10,13066.35
811,11,13032.37
811,12,13048.4
811,13,13063.81
811,14,13054.94
811,15,13040.75
811,16,13047.67
811,18,13046.14
812,1,13046.14
812,9,13045.99
812,10,13046.12
812,11,13049.0
812,12,13087.65
812,13,13091.46
812,14,13083.49
812,15,13091.15
812,16,13090.09
812,18,13080.73
813,18,13080.73
813,21,13080.73
814,18,13080.73
815,9,13082.62
815,10,13185.55
815,11,13214.88
815,12,13203.93
815,13,13196.93
815,14,13206.17
815,15,13225.06
815,16,13242.07
815,18,13241.63
816,9,13242.09
816,10,13256.11
816,11,13228.23
816,12,13246.02
816,13,13242.86
816,14,13238.42
816,15,13240.72
816,16,13200.0
816,18,13197.73
817,9,13195.47
817,10,13193.4
817,11,13155.79
817,12,13100.15
817,13,13111.98
817,14,13097.68
817,15,13107.12
817,16,13123.4
817,18,13126.21
818,9,13125.95
818,10,13054.26
818,11,13062.78
818,12,13042.8
818,13,13082.91
818,14,13067.31
818,15,13092.96
818,16,13147.79
818,18,13145.82
819,9,13147.94
819,10,13184.55
819,11,13163.23
819,12,13201.61
819,13,13203.33
819,14,13206.91
819,15,13211.79
819,16,13209.19
819,18,13212.04
820,18,13212.04
820,21,13212.04
821,18,13212.04
822,9,13211.51
822,10,13174.56
822,11,13211.8
822,12,13273.65
822,13,13283.77
822,14,13286.86
822,15,13292.8
822,16,13258.02
822,18,13264.49
823,9,13258.99
823,10,13247.36
823,11,13253.69
823,12,13216.62
823,13,13211.32
823,14,13218.45
823,15,13149.88
823,16,13199.16
823,18,13199.55
824,9,13198.19
824,10,13097.77
824,11,13024.25
824,12,13047.38
824,13,13048.23
824,14,13062.65
824,15,13080.0
824,16,13079.26
824,18,13074.75
825,9,13067.18
825,10,13040.84
825,11,13076.85
825,12,13072.93
825,13,13057.28
825,14,13027.31
825,15,13047.57
825,16,13056.78
825,18,13060.14
826,18,13060.14
827,18,13060.14
827,21,13060.14
828,18,13060.14
829,9,13057.57
829,10,12912.8
829,11,12930.77
829,12,12917.85
829,13,12951.14
829,14,12967.07
829,15,12971.19
829,16,12935.34
829,18,12929.59
830,9,12929.52
830,10,12908.74
830,11,12852.0
830,12,12810.17
830,13,12761.54
830,14,12748.34
830,15,12730.01
830,16,12721.88
830,18,12715.93
831,9,12716.92
831,10,12807.62
831,11,12820.38
831,12,12799.88
831,13,12834.89
831,14,12839.73
831,15,12819.1
831,16,12810.22
831,18,12805.39
832,9,12806.45
832,10,12883.44
832,11,12926.92
832,12,12947.43
832,13,12967.91
832,14,12966.82
832,15,12979.64
832,16,12984.04
832,18,12986.58
833,9,12986.23
833,10,12910.51
833,11,12890.22
833,12,12909.27
833,13,12918.39
833,14,12915.74
833,15,12916.52
833,16,12847.76
833,18,12849.59
834,18,12849.59
834,21,12849.59
835,18,12849.59
836,9,12850.88
836,10,12943.61
836,11,12913.35
836,12,12897.92
836,13,12932.01
836,14,12981.46
836,15,12957.62
836,16,12935.13
836,18,12921.41
837,9,12921.83
837,10,13019.02
837,11,13073.63
837,12,13092.02
837,13,13120.91
837,14,13121.75
837,15,13115.86
837,16,13118.61
837,18,13115.54
838,9,13114.56
838,10,13065.69
838,11,13085.98
838,12,13071.41
838,13,13054.73
838,14,13030.04
838,15,13055.78
838,16,13032.6
838,18,13032.75
839,9,13028.73
839,10,12989.91
839,11,13067.96
839,12,13050.23
839,13,12995.07
839,14,12961.6
839,15,12923.63
839,16,12962.28
839,18,12964.1
840,9,12964.48
840,10,13046.28
840,11,13071.19
840,12,13073.06
840,13,13072.96
840,14,13037.86
840,15,13040.12
840,16,13028.3
840,18,13029.26
841,18,13029.26
841,21,13029.26
842,18,13029.26
843,9,13028.1
843,10,12879.01
843,11,12890.63
843,12,12889.03
843,13,12888.1
843,14,12890.53
843,15,12908.35
843,16,12929.05
843,18,12927.17
844,9,12927.77
844,10,12987.08
844,11,13040.55
844,12,13027.56
844,13,13001.53
844,14,12996.73
844,15,13000.41
844,16,13000.42
844,18,13001.56
845,9,12997.59
845,10,13095.31
845,11,13082.08
845,12,13070.39
845,13,13065.12
845,14,13067.09
845,15,13078.61
845,16,13088.21
845,18,13090.72
846,9,13090.06
846,10,13110.35
846,11,13126.59
846,12,13147.88
846,13,13149.7
846,14,13194.27
846,15,13212.72
846,16,13204.31
846,18,13204.62
847,9,13204.7
847,10,13226.0
847,11,13231.82
847,12,13236.9
847,13,13232.98
847,14,13257.55
847,15,13245.25
847,16,13232.8
847,18,13228.31
848,18,13228.31
848,21,13228.31
849,18,13228.31
850,9,13228.39
850,10,13193.93
850,11,13193.12
850,12,13198.84
850,13,13196.18
850,14,13192.11
850,15,13187.58
850,16,13208.9
850,18,13213.63
851,9,13214.05
851,10,13183.03
851,11,13303.93
851,12,13329.76
